obs_fcst,score_name,score_value
D02 - P10_29,es_exp,86.74639577690104
D02 - P10_29,es_cutoff,76.75077519515418
D02 - P10_29,fss_prob_t45,1.0
D02 - P10_29,fss_exp_t45,1.0
D02 - P10_29,fss_cutoff_t45,1.0
D02 - P10_29,fss_prob_t55,0.14646464646464663
D02 - P10_29,fss_exp_t55,0.14646464646464663
D02 - P10_29,fss_cutoff_t55,0.14646464646464663
D02 - P10_30,crps_prob,6.380241805397536
D02 - P10_30,crps_exp,6.395630680185136
D02 - P10_30,crps_cutoff,6.285499578786707
D02 - P10_30,mse_prob,123.1201044413812
D02 - P10_30,mse_exp,123.76981806930694
D02 - P10_30,mse_cutoff,121.16105871287128
D02 - P10_30,es_exp,87.53233821628999
D02 - P10_30,es_cutoff,77.43943246246114
D02 - P10_30,fss_prob_t45,1.0
D02 - P10_30,fss_exp_t45,1.0
D02 - P10_30,fss_cutoff_t45,1.0
D02 - P10_30,fss_prob_t55,0.11986531986532001
D02 - P10_30,fss_exp_t55,0.11986531986532001
D02 - P10_30,fss_cutoff_t55,0.11986531986532001
D02 - P10_31,crps_prob,6.440439655172816
D02 - P10_31,crps_exp,6.455591988027632
D02 - P10_31,crps_cutoff,6.340137880454713
D02 - P10_31,mse_prob,124.99998135539823
D02 - P10_31,mse_exp,125.67240341584159
D02 - P10_31,mse_cutoff,123.08672892079208
D02 - P10_31,es_exp,88.21830798592146
D02 - P10_31,es_cutoff,78.04384440515985
D02 - P10_31,fss_prob_t45,1.0
D02 - P10_31,fss_exp_t45,1.0
D02 - P10_31,fss_cutoff_t45,1.0
D02 - P10_31,fss_prob_t55,0.0956228956228955
D02 - P10_31,fss_exp_t55,0.0956228956228955
D02 - P10_31,fss_cutoff_t55,0.0956228956228955
D02 - P10_32,crps_prob,6.493709084487833
D02 - P10_32,crps_exp,6.508020931822911
D02 - P10_32,crps_cutoff,6.388652018354987
D02 - P10_32,mse_prob,126.64051206758572
D02 - P10_32,mse_exp,127.34041085148513
D02 - P10_32,mse_cutoff,124.7875532079208
D02 - P10_32,es_exp,88.81901734934368
D02 - P10_32,es_cutoff,78.5771107982832
D02 - P10_32,fss_prob_t45,1.0
D02 - P10_32,fss_exp_t45,1.0
D02 - P10_32,fss_cutoff_t45,1.0
D02 - P10_32,fss_prob_t55,0.07407407407407418
D02 - P10_32,fss_exp_t55,0.07407407407407418
D02 - P10_32,fss_cutoff_t55,0.07407407407407418
D02 - P10_33,crps_prob,6.5405290634400215
D02 - P10_33,crps_exp,6.554922982388328
D02 - P10_33,crps_cutoff,6.432330964627994
D02 - P10_33,mse_prob,128.0616341374332
D02 - P10_33,mse_exp,128.81725367326734
D02 - P10_33,mse_cutoff,126.24412864356437
D02 - P10_33,es_exp,89.34486804222176
D02 - P10_33,es_cutoff,79.03268057981755
D02 - P10_33,fss_prob_t45,1.0
D02 - P10_33,fss_exp_t45,1.0
D02 - P10_33,fss_cutoff_t45,1.0
D02 - P10_33,fss_prob_t55,0.05555555555555547
D02 - P10_33,fss_exp_t55,0.05555555555555547
D02 - P10_33,fss_cutoff_t55,0.05650684931506844
D02 - P10_34,crps_prob,6.581388431681532
D02 - P10_34,crps_exp,6.595413988245672
